"","","cIfeQ515","t2lzh918","5KTmnC80","8bWxTQTP","MrF79raA","I94q8zpE","vqHfQURj","IEugXXTw","B89","0U9","aMQ","IES","EM3","DYP","r5M","4zB","unU","wfm","nEo","xov","24a"
"ID","Name","Author Firstname","Author Surname","ISBN","Image URL Large","Image URL Thumb","Number of Pages","Soundcloud Track ID","Synopsis","Easy to Read_Challenging","Fantasy_Reality","Funny_Serious","Historical_Futuristic","Less Action_More Action","Australian","Has audio review","Long","Medium","Series","Series lead","Short","VPRC"
"1zXe4ExR","Have Sword, Will Travel","Garth","Nix","9781742374024","http://cdn.bookfish.net.au/covers/9781742374024/default.jpg","http://cdn.bookfish.net.au/covers/9781742374024/small.jpg","295","","When Odo and Eleanor stumble upon an ancient sword in a river outside their village, something very unexpected happens... the sword starts to talk! Much to Odo's dismay he discovers that he's awoken a famous enchanted blade called Biter, and thus has instantly become a knight. Eleanor would love to become a knight - but she's not the one with the sword. Unearthing Biter is only the start of their troubles; soon boy, girl and sword must depart on a noble quest to save their kingdom from threats - in both human and dragon form. ","12","1","13","4","15","1","0","1","0","1","1","0","1"
"73AJvLsg","Hay Fever","Thalia","Kalkipsakis","192109852X","","http://cdn.bookfish.net.au/covers/192109852X/small.jpg","0","","Playing with baby animals, swimming in the dam and horse riding! At last, Cassie is big enough to go to her cousin's farm for the holidays! But things don't go exactly as she imagined...

","8","15","12","10","9","0","0","0","0","0","0","0","1"
"HfaiiIbi","Hazel Green","Odo","Hirsch; Andrew McLean (Illustrator)","1864489618","","http://cdn.bookfish.net.au/covers/1864489618/small.jpg","192","","'Sometimes you are really terrible, Hazel Green. Good, thought Hazel. Everyone should be terrible sometimes.' A tale of determination and discovery, independence and friendship.

","9","10","9","10","7","1","0","1","0","1","0","0","1"
"PxcXcyzK","Heather the violet fairy","Daisy.","Meadows","9781843620228","","http://cdn.bookfish.net.au/covers/9781843620228/small.jpg","80","","When Rachel and Kirsty meet on the ferry to Rainspell Island one summer holiday, they have no idea that such magical adventures with the fairies await them!  

  

  

In the last exciting book in the series, the girls must find Heather the Violet Fairy and then go with the fairies to Fairyland to make sure that all the colours have returned to the magical kingdom!

","8","7","9","10","12","0","0","0","1","1","0","0","1"
"dOOVZQ1o","Helena the Horseriding Fairy","Daisy.","Meadows","9781846168888","","http://cdn.bookfish.net.au/covers/9781846168888/small.jpg","80","","The Sporty Fairies are in need of Rachel and Kirsty's help. Everyone in Fairyland is preparing for the Fairy Olympics, but Jack Frost and his goblins have stolen the magic sporty items so they can win by cheating! What's more, with the items missing, everyone in the human world is playing sports really badly, and so the human Olympics is in danger of being ruined too! Can Helena the Horseriding Fairy get her Magic Hard Hat back before a goblin gallops off with it?

","9","8","9","10","13","0","0","0","1","1","0","0","1"
"xRdSDcLH","Help, I'm In Hot Lava!","Geronimo","Stilton","9780545642903","","http://cdn.bookfish.net.au/covers/9780545642903/small.jpg","128","","**Geronimo Stilton meets the Stone Age in this bestselling spin-off series!**

Geronimo Stiltonoot is off to find a cure for Grandma Ratrock's aches and pains. He's heard that a remedy hides in a mysterious distant valley, but he's sure that he'll be back home in no time. Little does he know that his journey will becomean adventure among geysers, volcanoes, and rivers of molten lava!","8","9","8","5","14","0","0","0","1","1","0","0","1"
"JcaQmkAc","Henrietta : the Greatest Go-Getter","Martine","Murray","9781760112417","http://cdn.bookfish.net.au/covers/9781760112417/default.jpg","http://cdn.bookfish.net.au/covers/9781760112417/small.jpg","281","","Hello everybody, it's me, Henrietta P. Hoppenbeek the First (future Queen of the Wide Wide Long Cool Coast of the Lost Socks). I have a baby brother, two white mice, a chocolate-coloured dog, a woolly mammoth, and two long green socks with toes. My best friend is Olive Higgie and we've got an emergency dilemma to attend to. We absolutely have to find a home for the Rietta because it's lost and sad and its spots are fading.'..With an imagination like Henrietta's, adventures are closer than her front doorstep.","7","20","15","10","1","1","0","1","0","1","0","0","1"
"TuZe6zaP","Henrietta and the Perfect Night","Martine","Murray","9781760290245","http://cdn.bookfish.net.au/covers/9781760290245/default.jpg","http://cdn.bookfish.net.au/covers/9781760290245/small.jpg","89","","Hello everybody, it's me. Henrietta the Great Go-Getter, and I'm having a big think. Right now I'm thinking I'd like a baby sister, so I can dress her up in different sorts of hats. But Mum says we'll have to wait and see. I'm terrible at waiting. Meanwhile, I'm an explorer of life, and that includes trees, bugs, animals and all mysteries. I'm going to school for the very first time, which means I might have to go as a spy so that I can have a secret peep inside. When Henrietta sees Olive Higgie crying in the classroom, she goes on a rescue mission and finds that you only need one friend in a room full of strangers to feel perfectly happy...Henrietta's stories are full of funny thoughts and discoveries, and maybe the best are the ones that take a long time to come.","7","20","15","10","1","1","0","0","1","1","0","0","1"
"yRrDiwK6","Her Evil Twin (Poison Apple)","Mimi","McCoy","9780545230933","","http://cdn.bookfish.net.au/covers/9780545230933/small.jpg","0","","Anna's new friend, Emma, looks just like her, but Emma is a bit of a trouble maker.","12","3","14","9","12","0","0","0","0","1","0","0","0"
"B6wvwob4","Hester the Jester","Margaret","Clark; Terry Denton (Illustrator)","9780143302483","","http://cdn.bookfish.net.au/covers/9780143302483/small.jpg","96","","Hester has always wanted to be a court jester, but it's always been a man's job, so she knows she has little chance of achieving her dream. She'd be much better off trying to be a lady-in-waiting like her mother. Hester's best friend, Calvin, is the current jester, but after slipping on goose grease and banging his head, Calvin has a problem. His short-term memory is terrible. He gets his jokes mixed up, and he can't remember punchlines. To add to his woes, his muscles are starting to stiffen up, making it difficult for him to caper and do acrobatic tricks. When he worries about how he can cope at the king's special All Fools dinner, Hester assures him that she can help. She'll hide under the table and hold flash cards for him so he can get his jokes right. But things don't go as planned, and the special powder Hester puts down Calvin's tunic to help him caper has him knocking himself out. Now it's up to Hester. Can she impress the king enough to become the new court jester?

","7","10","9","9","10","0","0","0","1","0","0","0","0"
"QkzfzsIS","Hetty Feather","Jacqueline","Wilson","9780385614443","","http://cdn.bookfish.net.au/covers/9780385614443/small.jpg","400","","London, 1876 and Hetty Feather is just a tiny baby when her mother leaves her at the Foundling Hospital. The Hospital cares for abandoned children  but Hetty must first live with a foster family until she is big enough to go to school. Life in the countryside is hard but with her ÔbrothersÕ Jem and Gideon, she helps in the fields and plays imaginary games. Together they sneak off to visit the travelling circus and Hetty is mesmerised by the show, especially Madame Adeline and her performing horses.But HettyÕs happiness is threatened once more when she is returned to the Foundling Hospital. The new life of awful uniforms and terrible food is a struggle for her. But now she has the chance to find her real mother. Could she really be the wonderful Madame Adeline? Or will Hetty find the truth is even more surprising? Jacqueline Wilson will surprise and delight old fans and new with this utterly original take on a historical novel. Set in Victorian times and featuring a brand new feisty heroine, Hetty Feather, this is a Tracy Beaker-esque tale that will thrill young readers. Warm, moving, funny and totally fascinating, it's the perfect gift for girls of eight and older.","15","15","10","2","10","0","0","1","0","0","0","0","1"
"aeuD4mLD","High Crime in Milk Bay","Moya","Simons","9781921150401","","http://cdn.bookfish.net.au/covers/9781921150401/small.jpg","144","","The second story in a warm and humorous series about two best friends who open their own detective agency and the cases and mysteries they set about solving. Mischief is afoot in Milk Bay again! It's a good thing The Walk Right In Detective Agency has re-opened for business as there are bigger crimes than stolen sunhats and missing goats to uncover. There's a whiff of something really wicked in the air... and David and Bernice smell kidnapping!

","10","14","9","10","14","1","0","0","1","1","1","0","0"
"gLq6Bju7","High risk","H.I.","Larry","9781921288494","","http://cdn.bookfish.net.au/covers/9781921288494/small.jpg","96",""," Zac Power must complete his mission and this time without the help of his spy gadgets

 

 



 

 

When the prince of the remote Hidden Kingdom is kidnapped, it's Zac Power to the rescue. But the kingdom bans all modern technology - how will Zac manage without his cool spy gadgets?","7","12","12","10","20","1","0","0","1","1","0","0","1"
"dWuDOegl","Hit the Beach!","Harriet","Castor","9780007272563","","http://cdn.bookfish.net.au/covers/9780007272563/small.jpg","128","","The surf is up, the tide is high, and it's time for the Sleepover Club to hit the beach during their school activity week at the coast. A whole week of secret midnight feasts! The girls have surfing lessons from cool instructor Bethany, but will they spend more time in the water than on the board? One thing is for sure, there's always trouble ahead when the Sleepover girls are involved!

","9","15","9","10","9","0","0","0","1","1","1","0","0"
"8Ij7gGH5","Holiday Blues","Chrissie","Perry","9781921417818","","http://cdn.bookfish.net.au/covers/9781921417818/small.jpg","0","","Maddy was so looking forward to going to holiday program with her best friend - right up until her best friend pulls out! Now Maddy is all alone. How will she make friends at the program if she doesn't even know anybody? This is book 1 in an exciting new Go Girl! series - about being different, doing things differently, embracing your own differences and accepting the differences of others The first series (Go Girl! Angels) was a huge success in Australia, taking six of the top ten bestseller slots for children's fiction","7","20","9","9","13","1","0","0","0","1","0","0","1"
"S8pLmiJJ","Hollow City","Ransom","Riggs","9781594746123","","http://cdn.bookfish.net.au/covers/9781594746123/small.jpg","352","","Miss Peregrine's Home for Peculiar Children was the surprise best seller of 2011 an unprecedented mix of YA fantasy and vintage photography that enthralled readers and critics alike. Publishers Weekly called it an enjoyable, eccentric read, distinguished by well-developed characters, a believable Welsh setting, and some very creepy monsters.o This second novel begins in 1940, immediately after the first book ended. Having escaped Miss Peregrine's island by the skin of their teeth, Jacob and his new friends must journey to London, the peculiar capital of the world. Along the way, they encounter new allies, a menagerie of peculiar animals, and other unexpected surprises. Complete with dozens of newly discovered (and thoroughly mesmerizing) vintage photographs, this new adventure will delight readers of all ages.","18","8","16","9","14","0","0","1","0","1","0","0","1"
